"Type","KeyCite Treatment","KeyCite URL","Title","Document URL","Court Line","Filed Date","Citation","Cite Caveat","Parallel Cite","Docket Num","Summary","Search Snippet 1","Search Snippet 2",
"Cases","","","U.S. v. W.R. Grace","https://www.westlaw.com/Document/I7de66f6067a911dcb979ebb8243d536d/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","September 20, 2007","504 F.3d 745","","2007 WL 2728767","06-30524, 06-30472","CRIMINAL JUSTICE - Indictment and Information. Six-month grace period applied allowing reindictment of Clean Air Act's knowing endangerment object of conspiracy count.","...Grace worker, and being male. (The study also demonstrated a statistically significant increase in the prevalence of pleural abnormalities with an increasing...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I28e42acf0dd111dcaba8d9d29eb57eff&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Noyes v. Kelly Services","https://www.westlaw.com/Document/I28e42acf0dd111dcaba8d9d29eb57eff/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","May 29, 2007","488 F.3d 1163","","2007 WL 1531824","04-17050","LITIGATION - Discovery. District court should have extended discovery deadline to allow deposition of witness.","...concluding that [r]egardless of whether this evidence show[s] a statistically significant relationship between positive employment decisions and Fellowship membership, it must...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I2d29f804c13811e1b60ab297d3d07bc5&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Ambrose v. Booker","https://www.westlaw.com/Document/I2d29f804c13811e1b60ab297d3d07bc5/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Sixth Circuit.","June 28, 2012","684 F.3d 638","","2012 WL 2428803","11-1430, 10-1247, 09-1539","CRIMINAL JUSTICE - Habeas Corpus. Petitioners showed cause to excuse their procedural default of fair cross-section claim.","...County juries.  Bentley found that the underrepresentation of minorities was statistically significant, and shared his findings with county officials.  The county subsequently...","",
"Cases","","","Green Party of Tennessee v. Hargett","https://www.westlaw.com/Document/I2f555ca63af811e280719c3f0e80bdd0/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Sixth Circuit.","November 30, 2012","700 F.3d 816","","2012 WL 5974189","=""12-5271""","GOVERNMENT - Elections. Tennessee ballot access statute was not unconstitutionally vague.","...order effects, particularly in relatively low salience elections, are both statistically significant and large enough in magnitude to alter the outcomes of...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I36b151997e2e11dfbd1deb0d18fe7234&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Hendrix ex rel. G.P. v. Evenflo Co., Inc.","https://www.westlaw.com/Document/I36b151997e2e11dfbd1deb0d18fe7234/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Eleventh Circuit.","June 22, 2010","609 F.3d 1183","","2010 WL 2490760","09-10079","PRODUCTS LIABILITY - Experts. Medical expert opinion based on differential etiology analysis was not admissible for failure to establish general causation.","...on clinical experience in the absence of showing a consistent, statistically significant association between breast implants and systemic disease. [16] [17] In...","",
"Cases","","","Bricklayers and Trowel Trades Intern. Pension Fund v. Credit Suisse Securities (USA) LLC","https://www.westlaw.com/Document/Id2474c55db9e11e39488c8f438320c70/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, First Circuit.","May 14, 2014","752 F.3d 82","","2014 WL 1910961","=""12-1750""","SECURITIES REGULATION - Experts. Event study was not reliable, and thus was properly excluded as evidence on summary judgment in securities fraud action.","...regression analysis, and then, after identifying fifty-seven dates with statistically significant abnormal returns, using them as the relevant dates for his...","",
"Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ic90ed361848b11e4a795ac035416da91&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Promega Corp. v. Life Technologies Corp.","https://www.westlaw.com/Document/Ic90ed361848b11e4a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Federal Circuit.","December 15, 2014","773 F.3d 1338","","2014 WL 7012145","2013-1029, 2013-1376, 2013-1011","PATENTS - Biotechnology. Patents directed toward process for examining polymorphism in samples of DNA were invalid for lack of enablement.","...varies enough to differentiate one person from another to a statistically significant degree. A particular set of alleles at multiple loci within...","",
"Cases","","","Harrington v. Disney Regional Entertainment, Inc.","https://www.westlaw.com/Document/I8a50d0eb7e5e11dca1e6fa81e64372bf/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Eleventh Circuit.","October 19, 2007","276 Fed.Appx. 863","","2007 WL 3036873","06-12226","LABOR AND EMPLOYMENT - Evidence. Employer's implementation of diversity training did not constitute adoptive admission of consultant's report.","...insufficient to meet this burden.  Both parties' experts found a statistically- significant difference in section assignments between AfricanAmerican and white servers...","",
"Cases","","","Tabor v. Hilti, Inc.","https://www.westlaw.com/Document/I2a90329032cb11e4b4bafa136b480ad2/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Tenth Circuit.","September 02, 2014","577 Fed.Appx. 870","","2014 WL 4290581","=""13-5114""","Background: Female employees brought action against employer, alleging sex discrimination under Title VII, as related to non-promotion to account manager positions, disparate impact and disparate treatment. Following separate bench and jury trials on one of the employee's claims asserting disparate impact and disparate treatment, the United States...","...district court noted that Ms. Tabor's expert analysis found a statistically significant (at a 95% confidence level) disparate impact based on sex...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id25f1527f3c011ddb6a3a099756c05b7&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Jones v. West","https://www.westlaw.com/Document/Id25f1527f3c011ddb6a3a099756c05b7/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Second Circuit.","February 04, 2009","555 F.3d 90","","2009 WL 262711","07-1313-PR","CRIMINAL JUSTICE - Habeas Corpus. Trial court unreasonably applied Batson in finding that defendant failed to establish prima facie case of discrimination.","...provide race-neutral explanations for what appears to be a statistically significant pattern of racial peremptory challenges simply by forgoing the opportunity...","",
"Cases","","","Michael P. v. Department of Educ.","https://www.westlaw.com/Document/I54adf2edda5b11e0be8fdb5fa26a1033/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","September 08, 2011","656 F.3d 1057","","2011 WL 3928069","09-16078","EDUCATION - Disabled Students. Hawai'i was subject to IDEA provision even though it did not have separate local school districts.","...if standardized tests were invalid or did not reveal a statistically significant deviation, Hawaii permitted consideration of additional evidence to determine whether...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1aa63d12263411dd8dba9deb08599717&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","American Council of the Blind v. Paulson","https://www.westlaw.com/Document/I1aa63d12263411dd8dba9deb08599717/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, District of Columbia Circuit.","May 20, 2008","525 F.3d 1256","","2008 WL 2095846","=""07-5063""","CIVIL RIGHTS - Public Accommodations. Government's failure to design and issue currency readily distinguishable to visually impaired denied meaningful access.","...19 However, the district court noted the absence of any statistically significant evidence from the Secretary on reduction in life span of...","",
"Cases","","","EEOC v. Federal Express Corp.","https://www.westlaw.com/Document/Iad43e3dd0ee911deb77d9846f86fae5c/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","September 10, 2008","Not Reported in F.3d","","2008 WL 5716114","06-16864","The opinion filed September 10, 2008, and reported at 104 FEP Cases 324, is withdrawn and replaced by the Amended Opinion filed concurrently with this order. With the filing of the Amended Opinion, Judges McKeown and Gould vote to deny the petition for rehearing en banc and Judge Tashima so recommends. The full court has been advised of the...","...to pass to be eligible for a promotion, had a statistically significant adverse impact on African American and Latino employees. Merritt also...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ie4639f95aba211df84cb933efb759da4&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Fortune Dynamic, Inc. v. Victoria's Secret Stores Brand Management, Inc.","https://www.westlaw.com/Document/Ie4639f95aba211df84cb933efb759da4/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","August 19, 2010","618 F.3d 1025","","2010 WL 3258703","08-56291","TRADEMARKS - Marks and Logos. Similarity of marks factor weighed in favor of a finding of likelihood of confusion, in trademark infringement case.","...25) in the control group, and that the difference was statistically significant. According to Marylander, the survey results strongly suggested that there...","",
"Cases","","","CMFG Life Ins. Co. v. RBS Securities, Inc.","https://www.westlaw.com/Document/I7eb6e11549f411e5a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Seventh Circuit.","August 21, 2015","799 F.3d 729","","2015 WL 4978996","=""14-2904""","COMMERCIAL LAW - Contracts. Trader through course-of-dealing could rely on guidelines-compliance representations.","...was adequate to ensure guidelines compliance (generally by means of statistically- significant loan sampling). Like the representations in United Concrete, guidelines compliance...","",
"Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Idd9187937eb711ddb7e583ba170699a5&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","E.E.O.C. v. Federal Exp. Corp.","https://www.westlaw.com/Document/Idd9187937eb711ddb7e583ba170699a5/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","September 10, 2008","543 F.3d 531","","2008 WL 4149661","06-16864","LABOR AND EMPLOYMENT - Discrimination. EEOC can issue administrative subpoena against employer after charging party gets RTS notice and institutes private action.","...to pass to be eligible for a promotion, had a statistically significant adverse impact on African American and Latino employees.  Merritt also...","",
"Cases","","","Ambrose v. Booker","https://www.westlaw.com/Document/Ifb29e6d8533411e590d4edf60ce7d742/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Sixth Circuit.","September 04, 2015","801 F.3d 567","","2015 WL 5167020","=""14-1780""","CRIMINAL JUSTICE - Jury. Expert's testimony was insufficient to demonstrate actual prejudice required to establish Batson violation.","...County juries. Bentley found that the underrepresentation of minorities was statistically significant, and shared his findings with county officials. The county subsequently...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I9d440cb08b6111e68bf9cabfb8a03530&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States ex rel. Customs Fraud Investigations, LLC. v. Victaulic Company","https://www.westlaw.com/Document/I9d440cb08b6111e68bf9cabfb8a03530/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Third Circuit.","October 05, 2016","839 F.3d 242","","2016 WL 5799660","=""15-2169""","GOVERNMENT - False Claims. Qui tam complaint against importer of pipe fittings for reverse false claims against the government alleged fraud with sufficient particularity.","...based on statistics alone, the statistics must not only be statistically significant in the mathematical sense, but they must also be of...","",
"Cases","","","Hopkins v. Canton City Bd. of Educ.","https://www.westlaw.com/Document/I57f34deb8ec511e18b1ac573b20fcfb7/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Sixth Circuit.","April 24, 2012","477 Fed.Appx. 349","","2012 WL 1415380","=""10-3876""","EDUCATION - Labor and Employment. School's proffered reason for rejecting African-American applicant was not pretext for racial discrimination.","...evidence in Hopson, but that case explicitly relied on the  statistically significant  racial disparity and independent circumstantial evidence of discrimination to determine...","",
"Cases","","","Avila v. Willits Environmental Remediation Trust","https://www.westlaw.com/Document/Ia776f81f2a1011e0aa23bccc834e9520/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","January 27, 2011","633 F.3d 828","","2011 WL 240392","09-16455, 09-16459, 09-17852, 09-16457","LITIGATION - Discovery. Court did not abuse its discretion in issuing Lone Pine order on exposure and causation in toxic tort litigation.","...example, in January and February various cancer studies found no statistically significant increase in cancer rates in Willits.  The draft Preliminary Endangerment...","",
"Cases","","","Harkness v. Secretary of Navy","https://www.westlaw.com/Document/I84b0aae0462e11e7a6b0f3e4b1d2c082/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Sixth Circuit.","May 31, 2017","858 F.3d 437","","2017 WL 2346991","=""16-5396""","MILITARY LAW - Personnel. Navy's chaplain promotion procedures did not have primary effect of advancing religion, as would violate First Amendment's Establishment Clause.","...As the D.C. Circuit noted, even if Harkness's data is statistically significant, that means only that the disparity in promotion decisions was...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=If5b8cab74afb11e0a982f2e73586a872&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Network Automation, Inc. v. Advanced Systems Concepts, Inc.","https://www.westlaw.com/Document/If5b8cab74afb11e0a982f2e73586a872/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","March 08, 2011","638 F.3d 1137","","2011 WL 815806","10-55840","TRADEMARKS - Advertising. Use of trademark as search engine keyword to advertise on Internet was not infringement, under Lanham Act.","...1026.  Playboy had introduced an expert study showing that a  statistically significant number of Internet users searching for the terms playboy and...","",
"Cases","","","In re Urethane Antitrust Litigation","https://www.westlaw.com/Document/Ic2acd6cc481411e4b4bafa136b480ad2/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Tenth Circuit.","September 29, 2014","768 F.3d 1245","","2014 WL 4801253","=""13-3215""","ANTITRUST - Class Actions. District Court did not abuse its discretion in certifying class of purchasers in antitrust action against manufacturer.","...domestic demand variables and concluded they did not bear a statistically significant relationship to price. Id. at 2221 He explains that when...","",
"Cases","","","U.S. v. Thomas","https://www.westlaw.com/Document/If0b2ffa7f7dd11df852cd4369a8093f1/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","November 24, 2010","627 F.3d 146","","2010 WL 4746149","09-40989","CRIMINAL JUSTICE - Robbery. DNA evidence and bait bills constituted sufficient evidence to convict defendant of bank robbery.","...not presented any evidence that the DNA results are not statistically significant. We now consider whether the government presented sufficient evidence to...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I2871b924082411deb7e683ba170699a5&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","E.E.O.C. v. Federal Exp. Corp.","https://www.westlaw.com/Document/I2871b924082411deb7e683ba170699a5/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","March 03, 2009","558 F.3d 842","","2009 WL 514110","06-16864","LABOR AND EMPLOYMENT - Discrimination. EEOC can issue administrative subpoena against employer after charging party gets RTS notice and institutes private action.","...to pass to be eligible for a promotion, had a statistically significant adverse impact on African American and Latino employees. Merritt also...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I36a1de43258811dcaba8d9d29eb57eff&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Takeda Chemical Industries, Ltd. v. Alphapharm Pty., Ltd.","https://www.westlaw.com/Document/I36a1de43258811dcaba8d9d29eb57eff/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Federal Circuit.","June 28, 2007","492 F.3d 1350","","2007 WL 1839698","=""06-1329""","PATENTS - Drugs. Person of ordinary skill in the art would not have selected closest prior art compound as lead compound.","...other things, whereas pioglitazone was comparatively potent and showed no statistically significant toxicity.  Id. at 35657  During the following months, Takeda...","",
"Cases","","","In re Johnson","https://www.westlaw.com/Document/I2760f75c198811e4b4bafa136b480ad2/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, District of Columbia Circuit.","August 01, 2014","760 F.3d 66","","2014 WL 3765707","=""13-8002""","LITIGATION - Class Actions. Any settlement pressure as result of class certification did not create death-knell situation warranting immediate appeal.","...applied for promotions in years for which there was no statistically significant disparity in the BQL-to-promotion rate are in actuality...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I2fb78df87dfd11dea82ab9f4ee295c21&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","U.S. v. Nacchio","https://www.westlaw.com/Document/I2fb78df87dfd11dea82ab9f4ee295c21/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Tenth Circuit.","July 31, 2009","573 F.3d 1062","","2009 WL 2343716","=""07-1311""","CRIMINAL JUSTICE - Sentencing. Proper measure of gain resulting from the offense in insider-trading Sentencing Guideline was limited to gain resulting from trading with insider knowledge.","...disclosures, on August 22, 2001, and September 10, 2001, were statistically significant.  Professor Fischel concluded that the maximum portion of Mr. Nacchio's...","",
"Cases","","","In re Pfizer Inc. Securities Litigation","https://www.westlaw.com/Document/I7568fe70010811e6a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Second Circuit.","April 12, 2016","819 F.3d 642","","2016 WL 1426211","14-2853-CV","SECURITIES REGULATION - Fraud. Excluding all testimony of plaintiffs' damages expert was abuse of discretion in securities fraud action.","...would that affect inflation in your analysis? A: If the statistically significant price decline on November 4th for whatever reason is determined...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I442ff420643011e6b63ccfe393a33906&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Harnish v. Widener University School of Law","https://www.westlaw.com/Document/I442ff420643011e6b63ccfe393a33906/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Third Circuit.","August 16, 2016","833 F.3d 298","","2016 WL 4363133","=""15-3888""","EDUCATION - Class Actions. Proposed class did not meet predominance requirement for class certification of action against law school under Delaware Consumer Fraud Act.","...wide damages. He did, however, conclude that there was a statistically significant relationship between employment rates and tuition prices across the 64...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Iaffabe74366111e3b48bea39e86d4142&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Scott v. Family Dollar Stores, Inc.","https://www.westlaw.com/Document/Iaffabe74366111e3b48bea39e86d4142/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fourth Circuit.","October 16, 2013","733 F.3d 105","","2013 WL 5630636","=""12-1610""","LABOR AND EMPLOYMENT - Discrimination. Employees stated sex discrimination and equal pay claims in putative class action against their employer.","...WalMart.  The amended complaint supplies figures purporting to show  statistically significant disparities in what Family Dollar pays men and women for...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id5a3f2ce7e5e11ddb7e583ba170699a5&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","In re Merck & Co., Inc. Securities, Derivative & """"ERISA'' Litigation","https://www.westlaw.com/Document/Id5a3f2ce7e5e11ddb7e583ba170699a5/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Third Circuit.","September 09, 2008","543 F.3d 150","","2008 WL 4138476","07-2431, 07-2432","SECURITIES REGULATION - Fraud. FDA warning letter did not put investors on inquiry notice of basis of their securities fraud claim against drug maker.","...April 27, 2000, quoted a Merck spokesman who acknowledged the  statistically significant  finding that patients of Vioxx had a higher rate of...","",
